expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
616,1,Are you really flying budget the whole trip?,여행 내내 진짜 저가 항공만 탈 거야?,"Mostly, but I'm splurging on one nice hotel night.",거의. 대신 하루는 좋은 호텔에 플렉스할 거야.,4,"거의 대신 하루는 좋은 호텔에 플렉스할 거야
거의 대신 좋은 호텔에 하루는 플렉스할 거야
거의 대신 좋은 호텔에 플렉스할 거야 하루는
거의 대신 하루는 플렉스할 거야 좋은 호텔에",거의 그렇다는 응답 뒤 하루만 좋은 호텔에 지출한다는 예외를 유지한다.,
616,2,What did you do with your first paycheck?,첫 월급으로 뭐 했어?,I splurged on dinner for my parents.,부모님 저녁 사드리는 데 큰맘 먹고 썼지.,4,"부모님 저녁 사드리는 데 큰맘 먹고 썼지
큰맘 먹고 부모님 저녁 사드리는 데 썼지
큰맘 먹고 썼지 부모님 저녁 사드리는 데
부모님 저녁 사드리는 데 썼지 큰맘 먹고",부모님 저녁 식사를 위한 지출과 큰 결심이라는 방식을 유지한다.,
617,1,Do you regret anything from the shopping trip?,쇼핑하고 나서 후회되는 거 있어?,"The hat, honestly. Classic impulse buy.",솔직히 모자. 전형적인 충동구매였어.,4,"솔직히 모자 전형적인 충동구매였어
모자 솔직히 전형적인 충동구매였어
모자 전형적인 충동구매였어 솔직히
솔직히 전형적인 충동구매였어 모자",모자가 후회 대상이라는 답과 충동구매 평가 및 솔직한 태도를 유지한다.,
617,2,How do you stick to your grocery list?,장 볼 때 어떻게 목록대로만 사?,I never shop hungry. That kills impulse buys.,절대 배고플 때 장 안 봐. 그게 충동구매를 막아줘.,4,"절대 배고플 때 장 안 봐 그게 충동구매를 막아줘
절대 배고플 때 장 안 봐 충동구매를 그게 막아줘
절대 배고플 때 장 안 봐 충동구매를 막아줘 그게
절대 배고플 때 장 안 봐 그게 막아줘 충동구매를",배고플 때 장을 보지 않는 습관이 충동구매를 막는다는 인과를 유지한다.,
618,1,Want to try that new sushi place tonight?,오늘 저녁에 그 새로 생긴 초밥집 가볼래?,Rain check? I'm on a budget till payday.,다음에 가자. 월급날까지 아껴 써야 돼.,3,"다음에 가자 월급날까지 아껴 써야 돼
가자 다음에 월급날까지 아껴 써야 돼
다음에 가자 아껴 써야 돼 월급날까지",다음으로 미루자는 제안 뒤 월급날까지 절약해야 한다는 기한을 유지한다.,
618,2,How do you eat so well in the dorm?,기숙사에서 어떻게 그렇게 잘 챙겨 먹어?,Lots of cooking. Eating out doesn't work on a budget.,요리를 많이 하지. 아껴 쓰는 중엔 외식은 무리야.,6,"요리를 많이 하지 아껴 쓰는 중엔 외식은 무리야
많이 요리를 하지 아껴 쓰는 중엔 외식은 무리야
많이 하지 요리를 아껴 쓰는 중엔 외식은 무리야
요리를 하지 많이 아껴 쓰는 중엔 외식은 무리야
요리를 많이 하지 외식은 아껴 쓰는 중엔 무리야
요리를 많이 하지 아껴 쓰는 중엔 무리야 외식은",요리를 많이 한다는 답 뒤 절약하는 동안 외식이 어렵다는 조건을 유지한다.,
619,1,Was the five-hour hike really that good?,다섯 시간 등산이 그렇게 좋았어?,The view at the top made it all worth it.,정상에서 본 경치 때문에 고생한 보람이 있었어.,3,"정상에서 본 경치 때문에 고생한 보람이 있었어
정상에서 본 경치 때문에 있었어 고생한 보람이
고생한 보람이 있었어 정상에서 본 경치 때문에",정상에서 본 경치 덕분에 고생의 보람이 있었다는 원인을 유지한다.,
619,2,Should I pay extra for the window seat?,돈 더 내고 창가 자리 앉을까?,On a flight this long? Definitely worth it.,이렇게 긴 비행이면? 무조건 그럴 가치 있지.,3,"이렇게 긴 비행이면 무조건 그럴 가치 있지
이렇게 긴 비행이면 그럴 가치 있지 무조건
무조건 그럴 가치 있지 이렇게 긴 비행이면",이렇게 긴 비행이라는 조건과 비용을 낼 가치가 있다는 확신을 유지한다.,
620,1,Why did you buy three kinds of chocolate?,초콜릿을 왜 세 종류나 샀어?,"Don't judge me, I have a sweet tooth.","뭐라 하지 마, 나 단것 없이 못 살아.",4,"뭐라 하지 마 나 단것 없이 못 살아
뭐라 하지 마 단것 없이 나 못 살아
뭐라 하지 마 단것 없이 못 살아 나
뭐라 하지 마 나 못 살아 단것 없이",비난하지 말라는 도입 뒤 화자가 단것 없이는 못 산다는 부정을 유지한다.,
620,2,What should I get your mom as a gift?,너희 어머니 선물로 뭐 사가면 돼?,Macarons. She has quite a sweet tooth.,마카롱. 우리 엄마 단것 진짜 좋아하셔.,6,"마카롱 우리 엄마 단것 진짜 좋아하셔
마카롱 단것 우리 엄마 진짜 좋아하셔
마카롱 우리 엄마 진짜 단것 좋아하셔
마카롱 단것 진짜 우리 엄마 좋아하셔
마카롱 우리 엄마 진짜 좋아하셔 단것
마카롱 우리 엄마 단것 좋아하셔 진짜",마카롱 추천 뒤 어머니가 단것을 좋아한다는 주체와 대상을 유지한다.,
621,1,Why are you making mac and cheese at midnight?,왜 자정에 맥앤치즈를 만들고 있어?,Rough day. I needed some comfort food.,힘든 하루였거든. 위로되는 음식이 필요했어.,3,"힘든 하루였거든 위로되는 음식이 필요했어
힘든 하루였거든 필요했어 위로되는 음식이
위로되는 음식이 필요했어 힘든 하루였거든",힘든 하루를 보낸 탓에 위로되는 음식이 필요했다는 원인을 유지한다.,
621,2,What's the first thing you'll eat back home?,집에 가면 제일 먼저 뭐 먹을 거야?,My mom's kimchi stew. That's comfort food for me.,엄마 김치찌개. 그게 나한텐 소울푸드지.,4,"엄마 김치찌개 그게 나한텐 소울푸드지
엄마 김치찌개 나한텐 그게 소울푸드지
엄마 김치찌개 나한텐 소울푸드지 그게
엄마 김치찌개 그게 소울푸드지 나한텐",엄마 김치찌개라는 답 뒤 그것이 화자에게 소울푸드라는 기준을 유지한다.,
622,1,How was Thanksgiving dinner at her place?,걔네 집 추수감사절 저녁 어땠어?,Amazing. I was in a food coma for hours.,최고였어. 몇 시간 동안 식곤증으로 뻗어 있었다니까.,4,"최고였어 몇 시간 동안 식곤증으로 뻗어 있었다니까
최고였어 식곤증으로 몇 시간 동안 뻗어 있었다니까
최고였어 몇 시간 동안 뻗어 있었다니까 식곤증으로
최고였어 식곤증으로 뻗어 있었다니까 몇 시간 동안",식곤증이라는 원인과 몇 시간 동안이라는 지속 시간을 옮겼다.,
622,2,Want to study right after lunch?,점심 먹고 바로 공부할래?,Bad idea. I always get a food coma.,그건 별로야. 나 밥 먹으면 꼭 식곤증 와.,5,"그건 별로야 나 밥 먹으면 꼭 식곤증 와
그건 별로야 밥 먹으면 나 꼭 식곤증 와
그건 별로야 나 밥 먹으면 식곤증 와 꼭
그건 별로야 밥 먹으면 꼭 식곤증 와 나
그건 별로야 밥 먹으면 나 식곤증 와 꼭",별로라는 응답을 유지하며 식후 조건과 화자를 옮겼다.,
623,1,Is she mad at me or something?,걔 나한테 화난 거야 뭐야?,"No, she's just hangry. Feed her and she'll be fine.","아니, 그냥 배고파서 예민한 거야. 뭐 먹이면 괜찮아져.",4,"아니 그냥 배고파서 예민한 거야 뭐 먹이면 괜찮아져
아니 배고파서 그냥 예민한 거야 뭐 먹이면 괜찮아져
아니 그냥 배고파서 예민한 거야 괜찮아져 뭐 먹이면
아니 배고파서 예민한 거야 그냥 뭐 먹이면 괜찮아져",부정 응답과 배고픈 원인을 보존하고 먹이면이라는 조건을 후치했다.,
623,2,Why do you always carry snacks in your bag?,넌 왜 항상 가방에 간식을 갖고 다녀?,So I don't get hangry during long lectures.,긴 수업 때 배고파서 짜증 안 나려고.,3,"긴 수업 때 배고파서 짜증 안 나려고
배고파서 긴 수업 때 짜증 안 나려고
배고파서 짜증 안 나려고 긴 수업 때",긴 수업이라는 시점과 배고파 짜증 나는 인과를 보존했다.,
624,1,How about dessert to finish?,마무리로 디저트 어때?,I couldn't. I'm absolutely stuffed.,못 먹어. 진짜 배가 터지기 직전이야.,2,"못 먹어 진짜 배가 터지기 직전이야
못 먹어 배가 터지기 직전이야 진짜",못 먹는다는 응답 뒤에서 배부름을 강조하는 진짜를 후치했다.,
624,2,You barely touched the fries.,감자튀김 거의 안 먹었네.,"The burger was huge, I'm already stuffed.",버거가 너무 커서 이미 배가 꽉 찼어.,4,"버거가 너무 커서 이미 배가 꽉 찼어
버거가 너무 커서 배가 이미 꽉 찼어
버거가 너무 커서 이미 꽉 찼어 배가
버거가 너무 커서 배가 꽉 찼어 이미",버거 크기의 원인절을 유지하고 이미와 배가를 옮겼다.,
625,1,Want to join our morning running club?,우리 아침 러닝 모임 들어올래?,Me? I'm too much of a couch potato for that.,내가? 나 그러기엔 너무 집순이야.,4,"내가 나 그러기엔 너무 집순이야
내가 그러기엔 나 너무 집순이야
내가 그러기엔 너무 집순이야 나
내가 나 그러기엔 집순이야 너무",되묻기는 유지하고 집순이라는 설명의 주체와 조건을 옮겼다.,
625,2,Has your roommate left the room at all today?,네 룸메 오늘 방에서 나오긴 했어?,"Nope, he's been a couch potato since breakfast.","아니, 아침부터 계속 소파에서 뒹굴고 있어.",6,"아니 아침부터 계속 소파에서 뒹굴고 있어
아니 아침부터 소파에서 계속 뒹굴고 있어
아니 계속 아침부터 소파에서 뒹굴고 있어
아니 소파에서 아침부터 계속 뒹굴고 있어
아니 아침부터 소파에서 뒹굴고 있어 계속
아니 소파에서 아침부터 뒹굴고 있어 계속",아침부터의 지속과 소파에서 뒹구는 동작을 보존했다.,
626,1,Do you want the 9 a.m. or the 6 p.m. class?,"9시 수업 들을래, 저녁 6시 수업 들을래?","Evening, please. I'm a total night owl.",저녁으로 부탁해. 나 완전 올빼미형이거든.,4,"저녁으로 부탁해 나 완전 올빼미형이거든
저녁으로 부탁해 완전 나 올빼미형이거든
저녁으로 부탁해 완전 올빼미형이거든 나
저녁으로 부탁해 나 올빼미형이거든 완전",저녁 요청 뒤에서 올빼미형인 화자와 강조를 옮겼다.,
626,2,Is it hard sharing a room with her?,걔랑 방 같이 쓰는 거 힘들어?,A bit. She's a night owl and I sleep early.,조금. 걔는 올빼미형인데 난 일찍 자거든.,4,"조금 걔는 올빼미형인데 난 일찍 자거든
조금 걔는 올빼미형인데 일찍 난 자거든
조금 걔는 올빼미형인데 일찍 자거든 난
조금 걔는 올빼미형인데 난 자거든 일찍",두 사람의 수면 습관 대조를 유지하고 난과 일찍을 옮겼다.,
627,1,Want to grab breakfast before class tomorrow?,내일 수업 전에 아침 같이 먹을래?,"Sure, if you can wake me. I'm not a morning person.","좋아, 날 깨울 수 있다면. 나 아침형 인간이 아니라서.",3,"좋아 날 깨울 수 있다면 나 아침형 인간이 아니라서
날 깨울 수 있다면 좋아 나 아침형 인간이 아니라서
좋아 날 깨울 수 있다면 아침형 인간이 아니라서 나",동의와 깨울 수 있다는 조건을 교환하고 아침형 부정을 보존했다.,
627,2,Why does she work out at 6 a.m.?,걔는 왜 아침 6시에 운동해?,She's a morning person. It's her best hour.,아침형 인간이거든. 그때가 컨디션 최고래.,2,"아침형 인간이거든 그때가 컨디션 최고래
아침형 인간이거든 컨디션 최고래 그때가",아침형이라는 설명 뒤에서 최고 컨디션인 시점을 후치했다.,
628,1,How do you survive back-to-back classes?,연강은 어떻게 버텨?,A twenty-minute power nap between them saves me.,사이에 20분 쪽잠 자는 걸로 버텨.,2,"사이에 20분 쪽잠 자는 걸로 버텨
사이에 버텨 20분 쪽잠 자는 걸로",20분 쪽잠으로 버틴다는 수단 전체를 유지해 후치했다.,
628,2,Why is the library couch always taken?,도서관 소파는 왜 항상 자리가 없냐?,Everyone's there for power naps during exam season.,시험 기간엔 다들 거기서 쪽잠 자잖아.,12,"시험 기간엔 다들 거기서 쪽잠 자잖아
시험 기간엔 거기서 다들 쪽잠 자잖아
다들 시험 기간엔 거기서 쪽잠 자잖아
다들 거기서 시험 기간엔 쪽잠 자잖아
거기서 시험 기간엔 다들 쪽잠 자잖아
거기서 다들 시험 기간엔 쪽잠 자잖아
시험 기간엔 다들 쪽잠 자잖아 거기서
시험 기간엔 거기서 쪽잠 자잖아 다들
다들 시험 기간엔 쪽잠 자잖아 거기서
다들 거기서 쪽잠 자잖아 시험 기간엔
거기서 시험 기간엔 쪽잠 자잖아 다들
거기서 다들 쪽잠 자잖아 시험 기간엔",시험 기간의 장소와 쪽잠 자는 사람들을 옮겼다.,
629,1,Why were you up at 4 a.m.?,왜 새벽 4시에 깨 있었어?,Still jet-lagged from the trip. My body's confused.,여행 시차가 아직 안 풀렸어. 몸이 헷갈려하네.,3,"여행 시차가 아직 안 풀렸어 몸이 헷갈려하네
아직 여행 시차가 안 풀렸어 몸이 헷갈려하네
여행 시차가 안 풀렸어 아직 몸이 헷갈려하네",시차가 안 풀렸다는 부정과 몸의 반응을 유지했다.,
629,2,Should we plan anything for our first day in London?,런던 첫날에 뭐 일정 잡을까?,Keep it light. We'll have serious jet lag.,가볍게 잡자. 시차가 장난 아닐 테니까.,4,"가볍게 잡자 시차가 장난 아닐 테니까
잡자 가볍게 시차가 장난 아닐 테니까
시차가 장난 아닐 테니까 가볍게 잡자
시차가 장난 아닐 테니까 잡자 가볍게",시차를 이유로 가볍게 계획하자는 흐름을 보존했다.,
630,1,Why was your ticket so much cheaper than mine?,네 표는 왜 내 것보다 훨씬 쌌어?,Mine has two layovers. Yours is direct.,내 건 두 번 경유거든. 네 건 직항이고.,4,"내 건 두 번 경유거든 네 건 직항이고
두 번 경유거든 내 건 네 건 직항이고
내 건 두 번 경유거든 직항이고 네 건
두 번 경유거든 내 건 직항이고 네 건",내 경유와 상대 직항의 대조 명사구를 보존했다.,
